Item #,RZ1(AUD)
:0639577,603.14
:0639579,391.14
:0639581,592.54
:0639583,348.74
:0639585,603.14
:0639587,348.74
:0639590,825.74
:0639592,825.74
:0639594,592.54
:0639596,380.54
:0639598,603.14
:0639600,380.54
:0639603,592.54
:0639605,348.74
:0639608,391.14
:0639610,825.74
:0639613,825.74
:0639614,825.74
:0639617,242.74
:0639618,783.34
:0639620,603.14
:0639622,518.34
:0639624,242.74
:0639626,592.54
:0639628,518.34
:0639630,380.54
:0639632,242.74
:0639634,783.34
:0639636,783.34
:0639638,518.34
:0639639,645.54
:0639641,242.74
:0639642,825.74
:0639645,645.54
:0639646,359.34
:0639648,783.34
:0639650,645.54
:0639652,825.74
:0639654,518.34
:0639655,825.74
:0639657,825.74
:0639659,380.54
:0639661,645.54
:0639663,645.54
:0639665,242.74
:0639667,592.54
:0639670,221.54
:0639671,783.34
:0639673,359.34
:0639675,221.54
:0639677,380.54
:0639679,359.34
:0639681,221.54
:0639683,391.14
:0639685,709.14
:0639687,369.94
:0639689,380.54
:0639691,369.94
:0639693,433.54
:0639695,592.54
:0639697,327.54
:0639699,656.14
:0639701,433.54
:0639703,709.14
:0639705,221.54
:0639707,221.54
:0639709,221.54
:0639711,359.34
:0639712,369.94
:0639714,221.54
:0639716,656.14
:0639718,380.54
:0639720,221.54
:0639722,380.54
:0639724,656.14
:0639726,656.14
:0639728,709.14
:0639730,656.14
:0639733,369.94
:0639737,380.54
:0639739,179.14
:0639740,221.54
:0639742,221.54
:0639744,709.14
:0639745,369.94
:0639747,221.54
:0639748,369.94
:0641634,359.34
:0641635,581.94
:0641636,677.34
:0641637,581.94
:0641638,359.34
:0641639,444.14
:0641643,592.54
:0641646,592.54
:0641648,359.34
:0641649,444.14
:0641651,454.74
:0641653,603.14
:0641656,454.74
:0641658,592.54
:0640663,232.14
:0640664,613.74
:0640665,295.74
:0640666,539.54
:0640667,232.14
:0640668,391.14
:0640669,539.54
:0640670,295.74
:0640671,232.14
:0640672,391.14
:0640673,391.14
:0640680,348.74
:0640681,391.14
:0640682,295.74
:0640684,295.74
:0640687,327.54
:0640689,369.94
:0640691,232.14
:0640693,232.14
:0640696,295.74
:0640698,369.94
:0640699,295.74
:0640701,327.54
:0640703,232.14
:0640705,316.94
:0640708,306.34
:0640710,306.34
:0640712,369.94
:0640714,422.94
:0640716,422.94
:0640718,422.94
:0640720,327.54
:0640721,306.34
:0640722,316.94
:0640726,242.74
:0640727,327.54
:0640730,242.74
:0640731,327.54
:0640733,306.34
:0640735,316.94
:0640737,306.34
:0640738,613.74
:0640740,306.34
:0640742,242.74
:0640744,316.94
:0640746,242.74
:0640748,613.74
:0640750,242.74
:0640752,613.74
:0640754,316.94
:0640756,327.54
:0640758,422.94
:0640759,391.14
:0640762,550.14
:0640764,242.74
:0640766,613.74
:0640768,316.94
:0640770,327.54
:0640772,316.94
:0640773,550.14
:0640776,316.94
:0640777,242.74
:0640780,550.14
:0640782,316.94
:0640784,348.74
:0640786,422.94
:0640789,327.54
:0640792,422.94
:0640794,348.74
:0640796,306.34
:0640799,285.14
:0640801,316.94
:0640804,327.54
:0640807,634.94
:0640808,613.74
:0640810,306.34
:0640812,422.94
:0640816,422.94
:0640818,422.94
:0640820,306.34
:0640822,327.54
:0640824,242.74
:0640826,242.74
:0640828,285.14
:0640830,634.94
:0640833,613.74
:0640835,550.14
:0640838,645.54
:0640841,613.74
:0640843,550.14
:0640844,645.54
:0640846,316.94
:0640847,634.94
:0640849,348.74
:0640851,242.74
:0640854,645.54
:0640856,348.74
:0640858,306.34
:0640860,316.94
:0640863,634.94
:0640865,316.94
:0640867,634.94
:0640869,316.94
:0640871,285.14
:0640873,645.54
:0640875,285.14
:0640878,645.54
:0640880,285.14
:0640882,348.74
:0640884,316.94
:0640886,348.74
:0640889,550.14
:0640891,634.94
:0640893,232.14
:0640895,274.54
:0640897,285.14
:0640899,581.94
:0640901,497.14
:0640903,581.94
:0640905,348.74
:0640909,497.14
:0640911,327.54
:0640913,550.14
:0640915,497.14
:0640918,316.94
:0640920,550.14
:0640922,475.94
:0640924,232.14
:0640926,232.14
:0640928,348.74
:0640932,348.74
:0640933,338.14
:0640936,316.94
:0640937,391.14
:0640939,316.94
:0640941,422.94
:0640943,497.14
:0640945,475.94
:0640946,327.54
:0640947,327.54
:0640949,391.14
:0640950,475.94
:0640952,581.94
:0640954,327.54
:0640956,338.14
:0640958,497.14
:0640960,497.14
:0640962,581.94
:0640964,581.94
:0640966,475.94
:0640968,497.14
:0640971,327.54
:0640973,232.14
:0640975,475.94
:0640977,327.54
:0640980,316.94
:0640982,338.14
:0640984,348.74
:0640987,338.14
:0640989,475.94
:0640991,338.14
:0640992,327.54
:0640994,348.74
:0640996,327.54
:0640998,581.94
:0641001,497.14
:0641003,338.14
:0641004,475.94
:0641006,327.54
:0641009,316.94
:0641011,348.74
:0641013,274.54
:0641015,475.94
:0641017,348.74
:0641019,391.14
:0641021,391.14
:0641023,316.94
:0641025,581.94
:0641026,348.74
:0641028,348.74
:0641030,316.94
:0641032,369.94
:0641034,497.14
:0641036,348.74
:0641038,232.14
:0641041,348.74
:0641044,232.14
:0641046,232.14
:0641048,581.94
:0641050,497.14
:0641052,497.14
:0641055,391.14
:0641057,316.94
:0641058,391.14
:0641060,232.14
:0641063,581.94
:0641064,497.14
:0641066,316.94
:0641068,232.14
:0641070,327.54
:0641072,391.14
:0641075,497.14
:0641077,497.14
:0641079,348.74
:0641081,369.94
:0641082,391.14
:0641084,295.74
:0641086,369.94
:0641087,581.94
:0641090,348.74
:0641091,391.14
:0641093,348.74
:0641095,391.14
:0641097,232.14
:0641099,539.54
:0641101,295.74
:0641103,391.14
:0641104,391.14
:0641106,539.54
:0641108,539.54
:0641110,369.94
:0641112,232.14
:0641114,232.14
:0641115,348.74
:0641116,391.14
:0641117,295.74
:0641119,295.74
:0641122,391.14
:0641123,232.14
:0641125,539.54
:0641127,539.54
:0641130,348.74
:0641133,369.94
:0641135,369.94
:0641137,316.94
:0641139,369.94
:0641141,316.94
:0641143,539.54
:0641146,539.54
:0641148,497.14
:0641150,391.14
:0641152,475.94
:0641154,338.14
:0641156,338.14
:0641158,274.54
:0641160,497.14
:0641163,539.54
:0641165,497.14
:0641167,539.54
:0641168,369.94
:0641171,338.14
:0641173,274.54
:0641175,497.14
:0641177,295.74
:0641180,475.94
:0641182,539.54
:0641184,285.14
:0641186,369.94
:0641188,274.54
:0641190,518.34
:0641192,497.14
:0641193,497.14
:0641195,338.14
:0641197,295.74
:0641199,274.54
:0641201,539.54
:0641203,274.54
:0641205,338.14
:0641207,518.34
:0641209,518.34
:0641211,645.54
:0641213,539.54
:0641216,285.14
:0641218,634.94
:0641220,338.14
:0641221,285.14
:0641223,285.14
:0641225,274.54
:0641227,518.34
:0641229,645.54
:0641231,338.14
:0641233,634.94
:0641235,550.14
:0641237,348.74
:0641239,645.54
:0641241,316.94
:0641243,634.94
:0641245,634.94
:0641247,285.14
:0641249,645.54
:0641251,274.54
:0641253,316.94
:0641254,338.14
:0641256,338.14
:0641258,518.34
:0641260,348.74
:0641262,274.54
:0641264,550.14
:0641265,285.14
:0641268,285.14
:0641270,274.54
:0641271,274.54
:0641273,274.54
:0641275,518.34
:0641277,285.14
:0641280,539.54
:0641282,338.14
:0641284,465.34
:0641286,338.14
:0641288,539.54
:0641290,539.54
:0641292,274.54
:0641294,465.34
:0641298,465.34
:0641301,285.14
:0641304,285.14
:0641306,518.34
:0641308,645.54
:0641309,338.14
:0641312,518.34
:0641314,274.54
:0641316,518.34
:0641318,539.54
:0641320,518.34
:0641322,338.14
:0641324,465.34
:0641326,592.54
:0641329,338.14
:0641331,592.54
:0641332,592.54
:0641335,295.74
:0641336,539.54
:0641339,454.74
:0641341,560.74
:0641343,285.14
:0641345,285.14
:0641347,539.54
:0641349,539.54
:0641350,592.54
:0641352,560.74
:0641354,295.74
:0641356,454.74
:0641358,454.74
:0641360,465.34
:0641362,560.74
:0641364,560.74
:0641365,560.74
:0641369,285.14
:0641371,465.34
:0641373,285.14
:0641375,454.74
:0641377,454.74
:0641379,539.54
:0641381,369.94
:0641383,465.34
:0641384,295.74
:0641389,560.74
:0641390,274.54
:0641393,592.54
:0641395,539.54
:0641397,592.54
:0641399,454.74
:0641400,560.74
:0641402,592.54
:0641404,454.74
:0641406,560.74
:0641408,295.74
:0641410,465.34
:0641412,274.54
:0641414,539.54
:0641416,539.54
:0641418,539.54
:0641420,274.54
:0641422,454.74
:0641424,295.74
:0641426,539.54
:0641428,295.74
:0641430,274.54
:0641432,592.54
:0641434,274.54
:0641436,592.54
:0641438,465.34
:0641440,295.74
:0641442,560.74
:0641444,539.54
:0641446,295.74
:0641448,454.74
:0641449,465.34
:0641450,592.54
:0641451,454.74
:0641452,560.74
:0641661,454.74
:0641663,359.34
:0641665,359.34
:0641667,645.54
:0641669,444.14
:0641672,677.34
:0641673,454.74
:0641675,359.34
:0641677,454.74
:0641679,380.54
:0641680,380.54
:0641682,359.34
:0641683,380.54
:0641685,677.34
:0641686,677.34
:0641688,359.34
:0641691,454.74
:0641693,253.34
:0641695,338.14
:0641697,338.14
:0641699,412.34
:0641701,666.74
:0641703,359.34
:0641705,571.34
:0641707,274.54
:0641709,603.14
:0641710,666.74
:0641712,560.74
:0641715,359.34
:0641717,253.34
:0641719,603.14
:0641721,253.34
:0641722,560.74
:0641724,581.94
:0641726,592.54
:0641728,274.54
:0641730,603.14
:0641733,677.34
:0641735,338.14
:0641737,338.14
:0641739,253.34
:0641741,666.74
:0641743,391.14
:0641745,391.14
:0641749,391.14
:0641751,666.74
:0641753,677.34
:0641755,666.74
:0641757,274.54
:0641759,380.54
:0641761,391.14
:0641763,338.14
:0641765,391.14
:0641767,571.34
:0641768,274.54
:0641770,571.34
:0641772,380.54
:0641774,338.14
:0641776,571.34
:0641778,560.74
:0641780,592.54
:0641782,391.14
:0641784,380.54
:0641786,253.34
:0641788,412.34
:0641791,412.34
:0641793,592.54
:0641795,263.94
:0641797,560.74
:0641799,677.34
:0641801,412.34
:0641803,263.94
:0641805,253.34
:0641807,380.54
:0641809,571.34
:0641811,560.74
:0641818,263.94
:0641820,412.34
:0641823,263.94
:0641825,603.14
:0641827,253.34
:0641828,571.34
:0641831,338.14
:0641833,263.94
:0641835,380.54
:0641837,560.74
:0641839,666.74
:0641840,571.34
:0641842,263.94
:0641845,338.14
:0641847,571.34
:0641850,666.74
:0641852,391.14
:0641854,444.14
:0641856,560.74
:0641858,666.74
:0641860,560.74
:0641862,666.74
:0641864,412.34
:0641866,581.94
:0641869,263.94
:0641871,560.74
:0641873,380.54
:0641875,412.34
:0641877,412.34
:0641879,444.14
:0641881,560.74
:0641883,380.54
:0641885,263.94
:0641888,581.94
:0641890,338.14
:0641892,412.34
:0641894,666.74
:0641896,412.34
:0641898,263.94
:0641900,338.14
:0641902,571.34
:0641904,380.54
:0641906,444.14
:0641908,391.14
:0641910,391.14
:0641912,666.74
:0641914,263.94
:0641916,348.74
:0641918,581.94
:0641920,571.34
:0641922,603.14
:0641925,444.14
:0641927,391.14
:0641929,666.74
:0641931,666.74
:0641933,380.54
:0641935,581.94
:0641937,348.74
:0641939,348.74
:0641941,603.14
:0641943,338.14
:0641945,338.14
:0641948,348.74
:0641950,666.74
:0641952,433.54
:0641954,592.54
:0641956,444.14
:0641958,444.14
:0641960,338.14
:0641962,454.74
:0641964,603.14
:0641966,338.14
:0641968,645.54
:0641970,603.14
:0641971,603.14
:0641976,380.54
:0641977,380.54
:0641978,348.74
:0641979,645.54
:0641980,581.94
:0641984,581.94
:0641985,454.74
:0641986,581.94
:0641988,666.74
:0641990,677.34
:0641992,592.54
:0641994,433.54
:0641997,433.54
:0641999,433.54
:0642001,592.54
:0642003,677.34
:0642005,380.54
:0642007,677.34
:0642009,645.54
:0642012,433.54
:0642014,412.34
:0642016,380.54
:0642018,592.54
:0642019,645.54
:0642022,645.54
:0642024,380.54
:0642026,571.34
:0642028,592.54
:0642030,454.74
:0642032,412.34
:0642033,677.34
:0642035,454.74
:0642038,359.34
:0642040,677.34
:0642042,592.54
:0642044,571.34
:0642046,380.54
:0642048,592.54
:0642050,359.34
:0642052,454.74
:0642053,444.14
:0642056,571.34
:0642058,571.34
:0642060,454.74
:0642062,645.54
:0642063,645.54
:0642064,433.54
:0642066,433.54
:0642068,454.74
:0642070,571.34
:0642071,645.54
:0642074,359.34
:0642076,645.54
:0642078,592.54
:0642080,359.34
:0642082,433.54
:0642084,677.34
:0642086,454.74
:0642088,677.34
:0642089,571.34
:0642091,412.34
:0642094,380.54
:0642096,412.34
:0642098,433.54
:0642100,454.74
:0642102,571.34
:0642104,412.34
:0642107,433.54
:0642110,412.34
:0642112,454.74
:0642114,454.74
:0642116,263.94
:0642118,592.54
:0642119,380.54
:0642120,274.54
:0642121,359.34
:0642123,359.34
:0642124,263.94
:0642126,359.34
:0642128,263.94
:0642133,359.34
:0642135,571.34
:0642137,592.54
:0642139,263.94
:0642141,592.54
:0642144,454.74
:0642146,412.34
:0642147,412.34
:0642149,253.34
:0642152,571.34
:0642154,263.94
:0642156,666.74
:0642158,412.34
:0642160,359.34
:0642162,338.14
:0642164,454.74
:0642166,263.94
:0642168,274.54
:0642170,338.14
:0642173,571.34
:0642174,592.54
:0642176,338.14
:0642178,359.34
:0642180,253.34
:0642182,253.34
:0642184,412.34
:0642185,677.34
:0642187,666.74
:0642188,454.74
:0642190,274.54
:0642192,274.54
:0642193,263.94
:0642194,592.54
:0642195,338.14
:0642196,274.54
:0642199,677.34
:0642201,263.94
:0642203,677.34
:0642205,666.74
:0642208,666.74
:0642210,263.94
:0642212,666.74
:0642214,677.34
:0642215,592.54
:0642217,338.14
:0642219,677.34
:0642221,263.94
:0642223,338.14
:0642226,677.34
:0642227,274.54
:0644579,422.94
:0644580,422.94
:0644581,995.34
:0644582,1058.94
:0644583,1058.94
:0644585,422.94
:0644586,1058.94
:0644587,1058.94
:0644588,422.94
:0644589,995.34
:0644590,422.94
:0644591,1058.94
:0644596,422.94
:0644598,995.34
:0644599,1058.94
:0644601,1058.94
:0644603,666.74
:0644605,422.94
:0644608,422.94
:0644610,422.94
:0644611,666.74
:0644615,1058.94
:0644617,1058.94
:0644619,422.94
:0644621,422.94
:0644623,995.34
:0644625,422.94
:0644629,422.94
:0644632,1058.94
:0644635,995.34
:0644636,1133.14
:0644638,995.34
:0644641,624.34
:0644643,1058.94
:0644645,369.94
:0644649,815.14
:0644650,422.94
:0644652,1058.94
:0644654,422.94
:0644656,1058.94
:0644658,624.34
:0644660,815.14
:0644662,422.94
:0644664,815.14
:0644666,422.94
:0644669,422.94
:0644672,369.94
:0644673,422.94
:0644675,1058.94
:0644677,369.94
:0644679,369.94
:0644681,369.94
:0644683,624.34
:0644685,1058.94
:0644688,422.94
:0644690,422.94
:0644692,624.34
:0644694,995.34
:0644697,1058.94
:0644699,1058.94
:0644701,422.94
:0644703,369.94
:0644704,465.34
:0644710,709.14
:0644711,422.94
:0644712,200.34
:0644713,740.94
:0644714,1058.94
:0644715,709.14
:0644718,624.34
:0644720,369.94
:0644722,740.94
:0644724,740.94
:0644726,815.14
:0644728,740.94
:0644731,740.94
:0644733,1005.94
:0644735,274.54
:0644737,115.54
:0644739,422.94
:0644741,465.34
:0644744,624.34
:0644746,740.94
:0644748,624.34
:0644750,422.94
:0644751,709.14
:0644755,624.34
:0644757,465.34
:0644758,740.94
:0644760,465.34
:0644762,624.34
:0644764,465.34
:0644765,740.94
:0644767,465.34
:0644769,465.34
:0644771,200.34
:0644773,200.34
:0644774,624.34
:0644777,963.54
:0644778,740.94
:0644781,740.94
:0644783,200.34
:0644785,740.94
:0644786,963.54
:0644788,963.54
:0644790,709.14
:0644792,274.54
:0644794,624.34
:0644797,709.14
:0644799,963.54
:0644801,422.94
:0644805,740.94
:0644807,115.54
:0644809,200.34
:0644810,422.94
:0644812,422.94
:0644814,740.94
:0644815,740.94
:0644817,465.34
:0644819,422.94
:0644821,740.94
:0644823,422.94
:0644825,465.34
:0644827,740.94
:0644830,624.34
:0644832,740.94
:0644835,465.34
:0644837,274.54
:0644839,422.94
:0644841,422.94
:0644843,624.34
:0644846,465.34
:0644848,465.34
:0644850,740.94
:0644852,200.34
:0644855,422.94
:0644858,740.94
:0644860,1133.14
:0644862,115.54
:0644864,1133.14
:0644866,666.74
:0644868,200.34
:0644870,422.94
:0644872,740.94
:0644874,740.94
:0644876,115.54
:0644879,963.54
:0644881,422.94
:0644884,422.94
:0644887,963.54
:0644890,465.34
:0644892,963.54
:0644894,740.94
:0644896,422.94
:0644898,740.94
:0644900,740.94
:0644902,465.34
:0644904,422.94
:0644914,963.54
:0644915,963.54
:0644917,1133.14
:0644919,422.94
:0644921,422.94
:0644923,422.94
:0644925,740.94
:0644929,422.94
:0644930,1133.14
:0644931,422.94
:0644937,465.34
:0644938,666.74
:0644939,200.34
:0644944,1058.94
:0644945,422.94
:0644947,995.34
:0644949,1133.14
:0644952,740.94
:0644954,1058.94
:0644956,995.34
:0644958,666.74
:0644960,422.94
:0644962,995.34
:0644963,666.74
:0644964,666.74
:0644966,1133.14
:0644968,465.34
:0644970,465.34
:0644972,666.74
:0644974,422.94
:0644976,422.94
:0644978,740.94
:0644980,687.94
:0644982,1133.14
:0644984,1133.14
:0644987,666.74
:0644989,115.54
:0644990,963.54
:0644992,687.94
:0644994,200.34
:0644996,200.34
:0644998,422.94
:0644999,698.54
:0645001,1133.14
:0645003,666.74
:0645005,1005.94
:0645007,1005.94
:0645009,1133.14
:0645012,1133.14
:0645014,687.94
:0645016,465.34
:0645018,698.54
:0645020,740.94
:0645022,740.94
:0645024,740.94
:0645026,698.54
:0645028,1005.94
:0645030,698.54
:0645032,687.94
:0645036,274.54
:0645038,740.94
:0645039,740.94
:0645041,1005.94
:0645042,1133.14
:0645045,698.54
:0645047,740.94
:0645050,115.54
:0645052,624.34
:0645054,1133.14
:0645056,740.94
:0645058,1133.14
:0645061,624.34
:0645064,687.94
:0645066,1005.94
:0645068,719.74
:0645070,200.34
:0645072,740.94
:0645074,115.54
:0645076,624.34
:0645078,200.34
:0645080,740.94
:0645082,1133.14
:0645085,719.74
:0645087,624.34
:0645089,1005.94
:0645091,1133.14
:0645093,687.94
:0645095,740.94
:0645097,698.54
:0645099,698.54
:0645101,1005.94
:0645103,698.54
:0645105,624.34
:0645107,687.94
:0645109,740.94
:0645111,687.94
:0645113,624.34
:0645115,687.94
:0645117,200.34
:0645119,666.74
:0645121,115.54
:0645123,1133.14
:0645125,624.34
:0645127,624.34
:0645129,274.54
:0645131,666.74
:0645133,719.74
:0645135,687.94
:0645137,687.94
:0645139,740.94
:0645141,274.54
:0645143,698.54
:0645145,200.34
:0645147,687.94
:0645149,624.34
:0645151,666.74
:0645153,666.74
:0645155,719.74
:0645158,719.74
:0645159,624.34
:0645161,624.34
:0645164,624.34
:0645166,687.94
:0645168,624.34
:0645170,624.34
:0645172,687.94
:0645174,200.34
:0645176,274.54
:0645178,274.54
:0645180,719.74
:0645182,698.54
:0645184,465.34
:0645186,624.34
:0645188,624.34
:0645190,115.54
:0645192,719.74
:0645194,687.94
:0645196,740.94
:0645198,666.74
:0645201,709.14
:0645203,666.74
:0645205,624.34
:0645207,740.94
:0645209,687.94
:0645211,666.74
:0645213,465.34
:0645214,666.74
:0645216,624.34
:0645218,624.34
:0645220,687.94
:0645222,719.74
:0645224,709.14
:0645227,709.14
:0645230,740.94
:0645232,687.94
:0645234,666.74
:0645236,624.34
:0645238,719.74
:0645240,740.94
:0645242,709.14
:0645244,624.34
:0645246,624.34
:0645249,687.94
:0645251,422.94
:0645253,666.74
:0645255,200.34
:0645257,1005.94
:0645259,624.34
:0645261,200.34
:0645263,1005.94
:0645265,709.14
:0645267,719.74
:0645269,624.34
:0645271,687.94
:0645275,740.94
:0645280,422.94
:0645284,274.54
:0645286,369.94
:0645288,369.94
:0645290,624.34
:0645292,740.94
:0645294,624.34
:0645300,1133.14
:0645302,369.94
:0645304,1005.94
:0645306,815.14
:0645308,624.34
:0645310,815.14
:0645313,815.14
:0645317,1133.14
:0645319,1005.94
:0645321,200.34
:0645324,1005.94
:0645326,1005.94
:0645328,1005.94
:0645330,1005.94
:0645332,740.94
:0645333,200.34
:0645334,815.14
:0645335,740.94
:0645336,815.14
:0645338,115.54
:0645339,740.94
:0645340,274.54
:0645343,740.94
:0645344,1005.94
:0645345,1005.94
:0645346,740.94
:0645347,815.14
:0645348,1005.94
:0645350,1005.94
:0645351,200.34
:0664382,30.73
:0664383,12.71
:0664386,12.71
:0664388,12.71
:0664390,422.94
:0664392,295.74
:0664394,12.71
:0664396,56.7
:0664398,12.71
:0664400,12.71
:0664402,12.71
:0664404,12.71
:0664406,12.71
:0664408,12.71
:0664409,26.49
:0664411,12.71
:0664413,70.48
:0664415,401.74
:0664418,12.71
:0664420,316.94
:0664422,12.71
:0664424,12.71
:0664426,12.71
:0664428,12.71
:0664430,30.73
:0664432,324.89
:0664435,12.71
:0664437,12.71
:0664441,274.54
:0664443,30.73
:0664446,12.71
:0664448,30.73
:0664450,30.73
:0664453,12.71
:0664455,308.99
:0664456,12.71
:0664458,12.71
:0664460,12.71
:0664462,12.71
:0664464,12.71
:0664468,30.73
:0664470,12.71
:0664472,23.31
:0664475,12.71
:0664477,12.71
:0664479,12.71
:0664481,12.71
:0664482,12.71
:0664484,12.71
:0664486,12.71
:0664488,12.71
:0664490,30.73
:0664491,12.71
:0664493,316.94
:0664495,12.71
:0664497,12.71
:0664499,12.71
:0664501,30.73
:0664503,12.71
:0664505,11.65
:0664506,12.71
:0664510,12.71
:0664512,12.71
:0664514,29.67
:0664516,12.71
:0664518,30.73
:0664520,12.71
:0664522,12.71
:0664524,30.73
:0664526,21.19
:0664528,22.78
:0664530,12.71
:0664531,31.79
:0664532,12.71
:0664533,332.84
:0664534,12.71
:0664535,12.71
:0663833,698.54
:0663834,497.14
:0663836,518.34
:0663838,497.14
:0663840,687.94
:0663842,740.94
:0663844,497.14
:0663846,634.94
:0663848,634.94
:0663850,465.34
:0663851,634.94
:0663854,518.34
:0663856,634.94
:0663857,634.94
:0663860,740.94
:0663861,740.94
:0663864,465.34
:0663866,518.34
:0663868,465.34
:0663870,465.34
:0663874,497.14
:0663876,698.54
:0663878,687.94
:0663879,687.94
:0663882,634.94
:0663883,634.94
:0663885,518.34
:0663888,497.14
:0663890,518.34
:0663891,740.94
:0663893,497.14
:0663895,634.94
:0663897,465.34
:0663899,497.14
:0663901,497.14
:0663904,698.54
:0663906,634.94
:0663908,518.34
:0663910,698.54
:0663912,687.94
:0663914,465.34
:0663916,497.14
:0663918,698.54
:0663919,687.94
:0663921,687.94
:0663923,740.94
:0663925,465.34
:0663927,740.94
:0663930,465.34
:0663933,740.94
:0663935,698.54
:0663937,497.14
:0663938,740.94
:0663940,497.14
:0663941,518.34
:0663943,497.14
:0663946,497.14
:0663948,497.14
:0663950,518.34
:0663952,518.34
:0663955,698.54
:0663956,740.94
:0663959,497.14
:0663961,497.14
:0663964,687.94
:0663966,634.94
:0663969,497.14
:0663971,698.54
:0663973,698.54
:0663975,465.34
:0663977,518.34
:0663979,497.14
:0663981,687.94
:0663984,687.94
:0663986,740.94
:0663987,465.34
:0663988,497.14
:0663989,687.94
:0664009,497.14
:0664010,698.54
:0666490,19.99
:0666491,49
:0666492,54
:0666493,79
:0669879,299
:0676405,210.94
:0696876,136.74
:0696877,147.34
:0696878,136.74
:0696879,29.33
:0696880,168.54
:0696923,391.14
:0696924,391.14
:0696926,391.14
:0696927,391.14
:0696928,391.14
:0696929,391.14
:0696930,391.14
:0696931,391.14
:0696932,391.14
:0711004,115.54
:0711005,168.54
:0759589,169
:0759590,169
:0759591,139
:0759594,239
:0759597,239
:0759599,239
:0759601,159
:0759603,139
:0759606,159
:0759608,239
:0759610,179
:0759612,179
:0759614,169
:0759616,179
:0759618,159
:0759620,239
:0759622,299
:0759625,129
:0759627,169
:0759630,139
:0759632,139
:0759634,239
:0759636,179
:0759638,239
:0759639,159
:0759641,159
:0759642,179
:0759644,239
:0759646,179
:0759648,169
:0759650,169
:0759651,139
:0759653,139
:0759655,239
:0759657,239
:0759659,239
:0759661,139
:0759663,129
:0759666,139
:0759668,129
:0759670,139
:0759672,239
:0759675,129
:0759677,169
:0759679,169
:0759681,139
:0759683,239
:0759685,239
:0759687,139
:0759688,139
:0759690,169
:0759693,239
:0759695,129
:0759697,239
:0759699,169
:0759702,129
:0759704,239
:0759706,139
:0759708,139
:0759710,239
:0759712,169
:0759714,169
:0759716,369
:0759718,419
:0759719,239
:0759721,159
:0759723,179
:0759725,169
:0759727,419
:0759729,129
:0759731,139
:0759733,239
:0759735,239
:0759740,169
:0759744,139
:0759746,169
:0759748,419
:0759749,139
:0759753,139
:0759755,139
:0759757,419
:0759759,139
:0759761,239
:0759763,169
:0759769,169
:0759770,169
:0759771,139
:0759772,139
:0759775,169
:0759777,169
:0759779,139
:0759782,239
:0759784,369
:0759786,239
:0759788,239
:0759791,159
:0759792,179
:0759795,169
:0759796,129
:0759798,419
:0759800,369
:0759802,239
:0759804,139
:0759806,299
:0759808,169
:0759810,179
:0759812,159
:0759815,139
:0759818,239
:0759820,369
:0759822,239
:0759823,419
:0759826,419
:0759828,419
:0759829,159
:0759831,369
:0759833,299
:0759835,179
:0759837,369
:0759841,299
:0759843,169
:0759845,169
:0759847,159
:0759849,239
:0759851,299
:0759854,159
:0759856,239
:0759859,179
:0759861,419
:0759863,299
:0759865,139
:0759866,139
:0759868,169
:0759871,159
:0759873,239
:0759874,159
:0759877,159
:0759879,139
:0759880,239
:0759883,159
:0759885,179
:0759887,179
:0759889,299
:0759891,299
:0759893,239
:0759895,369
:0759897,169
:0759899,369
:0759901,179
:0759905,419
:0759907,159
:0759909,179
:0759911,299
:0759913,169
:0759914,239
:0759915,369
:0759916,179
:0759917,169
:0759918,299
:0759919,239
:0759920,239
:0759921,369
,
,
